period,inter,direc,cycle,type,pollutant,emi
morning1,Sheldon,SB,19,61,Total Gaseous Hydrocarbons,41.15179993822
morning1,Sheldon,SB,19,52,Total Energy,0.0
morning1,Sheldon,SB,19,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,19,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,19,52,Methane,0.0
morning1,Sheldon,SB,19,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,19,42,Total Energy,0.0
morning1,Sheldon,SB,19,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,19,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,19,42,Methane,0.0
morning1,Sheldon,SB,19,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,19,21,Total Energy,3063182813.521
morning1,Sheldon,SB,19,21,Atmospheric CO2,220184.79542299997
morning1,Sheldon,SB,19,21,Nitrous Oxide,0.9987746367811999
morning1,Sheldon,SB,19,21,Methane,3.2059456853994006
morning1,Sheldon,SB,19,21,Total Gaseous Hydrocarbons,30.497874776
morning1,Sheldon,SB,18,61,Total Energy,0.0
morning1,Sheldon,SB,18,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,18,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,18,61,Methane,0.0
morning1,Sheldon,SB,18,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,18,52,Total Energy,391481950.0
morning1,Sheldon,SB,18,52,Atmospheric CO2,28632.7935
morning1,Sheldon,SB,18,52,Nitrous Oxide,0.0691670205
morning1,Sheldon,SB,18,52,Methane,0.54351200666
morning1,Sheldon,SB,18,52,Total Gaseous Hydrocarbons,7.027614100000001
morning1,Sheldon,SB,18,42,Total Energy,0.0
morning1,Sheldon,SB,18,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,18,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,18,42,Methane,0.0
morning1,Sheldon,SB,18,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,18,21,Total Energy,3655993307.01
morning1,Sheldon,SB,18,21,Atmospheric CO2,262796.2081852
morning1,Sheldon,SB,18,21,Nitrous Oxide,1.0822156162232002
morning1,Sheldon,SB,18,21,Methane,5.083087078993599
morning1,Sheldon,SB,18,21,Total Gaseous Hydrocarbons,44.33819561999999
morning1,Sheldon,SB,17,61,Total Energy,0.0
morning1,Sheldon,SB,17,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,17,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,17,61,Methane,0.0
morning1,Sheldon,SB,17,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,17,52,Total Energy,603193275.0
morning1,Sheldon,SB,17,52,Atmospheric CO2,44117.9142
morning1,Sheldon,SB,17,52,Nitrous Oxide,0.22560741980000001
morning1,Sheldon,SB,17,52,Methane,1.3394071546
morning1,Sheldon,SB,17,52,Total Gaseous Hydrocarbons,16.217792000000003
morning1,Sheldon,SB,17,42,Total Energy,204268143.83999997
morning1,Sheldon,SB,17,42,Atmospheric CO2,15038.691397600009
morning1,Sheldon,SB,17,42,Nitrous Oxide,0.017184584402999997
morning1,Sheldon,SB,17,42,Methane,0.33358058748419983
morning1,Sheldon,SB,17,42,Total Gaseous Hydrocarbons,3.4070354450000004
morning1,Sheldon,SB,17,21,Total Energy,1980124382.369
morning1,Sheldon,SB,17,21,Atmospheric CO2,142333.11092910002
morning1,Sheldon,SB,17,21,Nitrous Oxide,0.7261593061797003
morning1,Sheldon,SB,17,21,Methane,1.9437064006300595
morning1,Sheldon,SB,17,21,Total Gaseous Hydrocarbons,19.475765903999996
morning1,Sheldon,SB,16,61,Total Energy,1024095674.0982003
morning1,Sheldon,SB,16,61,Atmospheric CO2,75435.96663504998
morning1,Sheldon,SB,16,61,Nitrous Oxide,0.11749859997119999
morning1,Sheldon,SB,16,61,Methane,2.1215626405773276
morning1,Sheldon,SB,16,61,Total Gaseous Hydrocarbons,15.361081557300004
morning1,Sheldon,SB,16,52,Total Energy,0.0
morning1,Sheldon,SB,16,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,16,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,16,52,Methane,0.0
morning1,Sheldon,SB,16,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,16,42,Total Energy,568124469.9499999
morning1,Sheldon,SB,16,42,Atmospheric CO2,41825.82855500001
morning1,Sheldon,SB,16,42,Nitrous Oxide,0.04127389036000002
morning1,Sheldon,SB,16,42,Methane,0.7946238253859996
morning1,Sheldon,SB,16,42,Total Gaseous Hydrocarbons,7.964515227
morning1,Sheldon,SB,16,21,Total Energy,3354488427.2279997
morning1,Sheldon,SB,16,21,Atmospheric CO2,241123.86449059998
morning1,Sheldon,SB,16,21,Nitrous Oxide,1.203176794454
morning1,Sheldon,SB,16,21,Methane,3.5573853191532008
morning1,Sheldon,SB,16,21,Total Gaseous Hydrocarbons,34.52691001600001
morning1,Sheldon,SB,15,61,Total Energy,854410848.7607
morning1,Sheldon,SB,15,61,Atmospheric CO2,62936.787720253
morning1,Sheldon,SB,15,61,Nitrous Oxide,0.07896602082919997
morning1,Sheldon,SB,15,61,Methane,1.2962138469971993
morning1,Sheldon,SB,15,61,Total Gaseous Hydrocarbons,8.828728542710001
morning1,Sheldon,SB,15,52,Total Energy,3339271190.0
morning1,Sheldon,SB,15,52,Atmospheric CO2,243993.511
morning1,Sheldon,SB,15,52,Nitrous Oxide,1.0745592060000007
morning1,Sheldon,SB,15,52,Methane,8.1971527171
morning1,Sheldon,SB,15,52,Total Gaseous Hydrocarbons,90.97980899999999
morning1,Sheldon,SB,15,42,Total Energy,614983572.5600001
morning1,Sheldon,SB,15,42,Atmospheric CO2,45275.40118100001
morning1,Sheldon,SB,15,42,Nitrous Oxide,0.07107985084999997
morning1,Sheldon,SB,15,42,Methane,1.1213376904839998
morning1,Sheldon,SB,15,42,Total Gaseous Hydrocarbons,9.994532220000007
morning1,Sheldon,SB,15,21,Total Energy,3686852099.9709997
morning1,Sheldon,SB,15,21,Atmospheric CO2,265014.40639180003
morning1,Sheldon,SB,15,21,Nitrous Oxide,1.0541388829396998
morning1,Sheldon,SB,15,21,Methane,7.184319234188599
morning1,Sheldon,SB,15,21,Total Gaseous Hydrocarbons,58.013131523000006
morning1,Sheldon,SB,14,61,Total Energy,499121734.00166005
morning1,Sheldon,SB,14,61,Atmospheric CO2,36765.866657586
morning1,Sheldon,SB,14,61,Nitrous Oxide,0.07019303700629996
morning1,Sheldon,SB,14,61,Methane,1.0731342271297097
morning1,Sheldon,SB,14,61,Total Gaseous Hydrocarbons,8.098404415297995
morning1,Sheldon,SB,14,52,Total Energy,0.0
morning1,Sheldon,SB,14,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,14,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,14,52,Methane,0.0
morning1,Sheldon,SB,14,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,14,42,Total Energy,470139171.29999995
morning1,Sheldon,SB,14,42,Atmospheric CO2,34612.97318499999
morning1,Sheldon,SB,14,42,Nitrous Oxide,0.07179887951999998
morning1,Sheldon,SB,14,42,Methane,1.067798802206999
morning1,Sheldon,SB,14,42,Total Gaseous Hydrocarbons,10.504369878999993
morning1,Sheldon,SB,14,21,Total Energy,4752463568.360001
morning1,Sheldon,SB,14,21,Atmospheric CO2,341611.81648230006
morning1,Sheldon,SB,14,21,Nitrous Oxide,1.712047662003
morning1,Sheldon,SB,14,21,Methane,4.439412430916899
morning1,Sheldon,SB,14,21,Total Gaseous Hydrocarbons,45.191368988
morning1,Sheldon,SB,13,61,Total Energy,2400977419.3630996
morning1,Sheldon,SB,13,61,Atmospheric CO2,176858.64421247988
morning1,Sheldon,SB,13,61,Nitrous Oxide,0.14382451458669995
morning1,Sheldon,SB,13,61,Methane,2.4029482025784588
morning1,Sheldon,SB,13,61,Total Gaseous Hydrocarbons,17.155810453410005
morning1,Sheldon,SB,13,52,Total Energy,314772260.0
morning1,Sheldon,SB,13,52,Atmospheric CO2,23015.440099999996
morning1,Sheldon,SB,13,52,Nitrous Oxide,0.08319852219999999
morning1,Sheldon,SB,13,52,Methane,0.59253454188
morning1,Sheldon,SB,13,52,Total Gaseous Hydrocarbons,9.014017099999998
morning1,Sheldon,SB,13,42,Total Energy,0.0
morning1,Sheldon,SB,13,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,13,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,13,42,Methane,0.0
morning1,Sheldon,SB,13,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,13,21,Total Energy,4218679658.66
morning1,Sheldon,SB,13,21,Atmospheric CO2,303242.90308859997
morning1,Sheldon,SB,13,21,Nitrous Oxide,1.2917185516858003
morning1,Sheldon,SB,13,21,Methane,6.2483885592115005
morning1,Sheldon,SB,13,21,Total Gaseous Hydrocarbons,54.057076261
morning1,Sheldon,SB,12,61,Total Energy,1517927961.0619998
morning1,Sheldon,SB,12,61,Atmospheric CO2,111812.22273450995
morning1,Sheldon,SB,12,61,Nitrous Oxide,0.0846847687149
morning1,Sheldon,SB,12,61,Methane,1.3722837796642642
morning1,Sheldon,SB,12,61,Total Gaseous Hydrocarbons,9.86418577675
morning1,Sheldon,SB,12,52,Total Energy,2280495340.0
morning1,Sheldon,SB,12,52,Atmospheric CO2,166752.59900000005
morning1,Sheldon,SB,12,52,Nitrous Oxide,0.67183237
morning1,Sheldon,SB,12,52,Methane,4.1585489804
morning1,Sheldon,SB,12,52,Total Gaseous Hydrocarbons,56.7749132
morning1,Sheldon,SB,12,42,Total Energy,0.0
morning1,Sheldon,SB,12,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,12,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,12,42,Methane,0.0
morning1,Sheldon,SB,12,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,12,21,Total Energy,7027718280.389999
morning1,Sheldon,SB,12,21,Atmospheric CO2,505158.88596299995
morning1,Sheldon,SB,12,21,Nitrous Oxide,1.8127613000860006
morning1,Sheldon,SB,12,21,Methane,12.629888597239901
morning1,Sheldon,SB,12,21,Total Gaseous Hydrocarbons,101.78655014299999
morning1,Sheldon,SB,11,61,Total Energy,934544938.6703001
morning1,Sheldon,SB,11,61,Atmospheric CO2,68839.58175801903
morning1,Sheldon,SB,11,61,Nitrous Oxide,0.054128384090800015
morning1,Sheldon,SB,11,61,Methane,1.2254964015962706
morning1,Sheldon,SB,11,61,Total Gaseous Hydrocarbons,9.687016670542997
morning1,Sheldon,SB,11,52,Total Energy,203668434.0
morning1,Sheldon,SB,11,52,Atmospheric CO2,14880.705670000007
morning1,Sheldon,SB,11,52,Nitrous Oxide,0.05427373459999999
morning1,Sheldon,SB,11,52,Methane,0.4314485821470001
morning1,Sheldon,SB,11,52,Total Gaseous Hydrocarbons,6.731197740000001
morning1,Sheldon,SB,11,42,Total Energy,0.0
morning1,Sheldon,SB,11,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,11,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,11,42,Methane,0.0
morning1,Sheldon,SB,11,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,11,21,Total Energy,4560064456.96
morning1,Sheldon,SB,11,21,Atmospheric CO2,327782.369406
morning1,Sheldon,SB,11,21,Nitrous Oxide,1.604507701815
morning1,Sheldon,SB,11,21,Methane,3.0876923491168995
morning1,Sheldon,SB,11,21,Total Gaseous Hydrocarbons,35.12059567000001
morning1,Sheldon,SB,10,61,Total Energy,488628553.727
morning1,Sheldon,SB,10,61,Atmospheric CO2,35992.92424178298
morning1,Sheldon,SB,10,61,Nitrous Oxide,0.059490638263899984
morning1,Sheldon,SB,10,61,Methane,1.173750410665021
morning1,Sheldon,SB,10,61,Total Gaseous Hydrocarbons,8.722626005864004
morning1,Sheldon,SB,10,52,Total Energy,1756553800.0
morning1,Sheldon,SB,10,52,Atmospheric CO2,128357.86200000005
morning1,Sheldon,SB,10,52,Nitrous Oxide,0.527267549
morning1,Sheldon,SB,10,52,Methane,3.7393690285
morning1,Sheldon,SB,10,52,Total Gaseous Hydrocarbons,44.4738363
morning1,Sheldon,SB,10,42,Total Energy,437670549.87000006
morning1,Sheldon,SB,10,42,Atmospheric CO2,32219.670676999995
morning1,Sheldon,SB,10,42,Nitrous Oxide,0.08032418063999995
morning1,Sheldon,SB,10,42,Methane,1.4589914736759997
morning1,Sheldon,SB,10,42,Total Gaseous Hydrocarbons,14.017765079999998
morning1,Sheldon,SB,10,21,Total Energy,2056568314.171
morning1,Sheldon,SB,10,21,Atmospheric CO2,147828.39934049998
morning1,Sheldon,SB,10,21,Nitrous Oxide,0.7130322074179001
morning1,Sheldon,SB,10,21,Methane,1.96615740832794
morning1,Sheldon,SB,10,21,Total Gaseous Hydrocarbons,19.514113337999998
morning1,Sheldon,SB,9,61,Total Energy,858662631.2590002
morning1,Sheldon,SB,9,61,Atmospheric CO2,63249.95616197
morning1,Sheldon,SB,9,61,Nitrous Oxide,0.03858632836340002
morning1,Sheldon,SB,9,61,Methane,0.6892634188547309
morning1,Sheldon,SB,9,61,Total Gaseous Hydrocarbons,4.979115054710002
morning1,Sheldon,SB,9,52,Total Energy,1719313730.0
morning1,Sheldon,SB,9,52,Atmospheric CO2,125589.93369999997
morning1,Sheldon,SB,9,52,Nitrous Oxide,0.5078060369999999
morning1,Sheldon,SB,9,52,Methane,4.008922846959999
morning1,Sheldon,SB,9,52,Total Gaseous Hydrocarbons,46.520495900000014
morning1,Sheldon,SB,9,42,Total Energy,0.0
morning1,Sheldon,SB,9,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,9,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,9,42,Methane,0.0
morning1,Sheldon,SB,9,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,9,21,Total Energy,5879608912.04
morning1,Sheldon,SB,9,21,Atmospheric CO2,422632.07861100003
morning1,Sheldon,SB,9,21,Nitrous Oxide,1.6865230717929995
morning1,Sheldon,SB,9,21,Methane,7.369906051267998
morning1,Sheldon,SB,9,21,Total Gaseous Hydrocarbons,65.571005071
morning1,Sheldon,SB,8,61,Total Energy,2798343467.215
morning1,Sheldon,SB,8,61,Atmospheric CO2,206128.8190349601
morning1,Sheldon,SB,8,61,Nitrous Oxide,0.19100607581310008
morning1,Sheldon,SB,8,61,Methane,4.159101726805716
morning1,Sheldon,SB,8,61,Total Gaseous Hydrocarbons,30.692914919859984
morning1,Sheldon,SB,8,52,Total Energy,2419508360.0
morning1,Sheldon,SB,8,52,Atmospheric CO2,176768.723
morning1,Sheldon,SB,8,52,Nitrous Oxide,0.6619315330000001
morning1,Sheldon,SB,8,52,Methane,5.3207896884
morning1,Sheldon,SB,8,52,Total Gaseous Hydrocarbons,62.71502400000003
morning1,Sheldon,SB,8,42,Total Energy,1246684522.6399999
morning1,Sheldon,SB,8,42,Atmospheric CO2,91779.67549600003
morning1,Sheldon,SB,8,42,Nitrous Oxide,0.11646904916000003
morning1,Sheldon,SB,8,42,Methane,2.2424277790900002
morning1,Sheldon,SB,8,42,Total Gaseous Hydrocarbons,21.76607087
morning1,Sheldon,SB,8,21,Total Energy,2624447555.583
morning1,Sheldon,SB,8,21,Atmospheric CO2,188648.00573009998
morning1,Sheldon,SB,8,21,Nitrous Oxide,0.7715720640803001
morning1,Sheldon,SB,8,21,Methane,2.2962077093979696
morning1,Sheldon,SB,8,21,Total Gaseous Hydrocarbons,22.945093414000002
morning1,Sheldon,SB,7,61,Total Energy,0.0
morning1,Sheldon,SB,7,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,7,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,7,61,Methane,0.0
morning1,Sheldon,SB,7,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,7,52,Total Energy,0.0
morning1,Sheldon,SB,7,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,7,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,7,52,Methane,0.0
morning1,Sheldon,SB,7,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,7,42,Total Energy,1204143113.9199998
morning1,Sheldon,SB,7,42,Atmospheric CO2,88650.657717
morning1,Sheldon,SB,7,42,Nitrous Oxide,0.15329384657
morning1,Sheldon,SB,7,42,Methane,2.4554826687300007
morning1,Sheldon,SB,7,42,Total Gaseous Hydrocarbons,23.282377160000006
morning1,Sheldon,SB,7,21,Total Energy,2022439143.147
morning1,Sheldon,SB,7,21,Atmospheric CO2,145375.12689789996
morning1,Sheldon,SB,7,21,Nitrous Oxide,0.7482819494817998
morning1,Sheldon,SB,7,21,Methane,1.55254531210119
morning1,Sheldon,SB,7,21,Total Gaseous Hydrocarbons,17.041042304
morning1,Sheldon,SB,6,61,Total Energy,1274785783.0497003
morning1,Sheldon,SB,6,61,Atmospheric CO2,93902.06899718005
morning1,Sheldon,SB,6,61,Nitrous Oxide,0.08461181714759998
morning1,Sheldon,SB,6,61,Methane,1.7226548524185108
morning1,Sheldon,SB,6,61,Total Gaseous Hydrocarbons,13.572288302779999
morning1,Sheldon,SB,6,52,Total Energy,521216400.0
morning1,Sheldon,SB,6,52,Atmospheric CO2,38087.14029999999
morning1,Sheldon,SB,6,52,Nitrous Oxide,0.14971601379999996
morning1,Sheldon,SB,6,52,Methane,1.1684377167700002
morning1,Sheldon,SB,6,52,Total Gaseous Hydrocarbons,14.383599899999993
morning1,Sheldon,SB,6,42,Total Energy,0.0
morning1,Sheldon,SB,6,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,6,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,6,42,Methane,0.0
morning1,Sheldon,SB,6,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,6,21,Total Energy,2616294659.4700003
morning1,Sheldon,SB,6,21,Atmospheric CO2,188061.80055940003
morning1,Sheldon,SB,6,21,Nitrous Oxide,0.858120052339
morning1,Sheldon,SB,6,21,Methane,3.0773677434771995
morning1,Sheldon,SB,6,21,Total Gaseous Hydrocarbons,28.462826911999993
morning1,Sheldon,SB,5,61,Total Energy,0.0
morning1,Sheldon,SB,5,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,5,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,5,61,Methane,0.0
morning1,Sheldon,SB,5,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,5,52,Total Energy,406766450.0
morning1,Sheldon,SB,5,52,Atmospheric CO2,29706.934
morning1,Sheldon,SB,5,52,Nitrous Oxide,0.1210854133
morning1,Sheldon,SB,5,52,Methane,0.9659081834100003
morning1,Sheldon,SB,5,52,Total Gaseous Hydrocarbons,10.439076899999996
morning1,Sheldon,SB,5,42,Total Energy,0.0
morning1,Sheldon,SB,5,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,5,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,5,42,Methane,0.0
morning1,Sheldon,SB,5,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,5,21,Total Energy,3388753311.485
morning1,Sheldon,SB,5,21,Atmospheric CO2,243587.1646411
morning1,Sheldon,SB,5,21,Nitrous Oxide,1.0175210779146
morning1,Sheldon,SB,5,21,Methane,3.7774122720963006
morning1,Sheldon,SB,5,21,Total Gaseous Hydrocarbons,34.82497225599999
morning1,Sheldon,SB,4,61,Total Energy,0.0
morning1,Sheldon,SB,4,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,4,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,4,61,Methane,0.0
morning1,Sheldon,SB,4,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,4,52,Total Energy,0.0
morning1,Sheldon,SB,4,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,4,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,4,52,Methane,0.0
morning1,Sheldon,SB,4,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,4,42,Total Energy,0.0
morning1,Sheldon,SB,4,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,4,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,4,42,Methane,0.0
morning1,Sheldon,SB,4,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,4,21,Total Energy,3484360586.689
morning1,Sheldon,SB,4,21,Atmospheric CO2,250459.3518691
morning1,Sheldon,SB,4,21,Nitrous Oxide,1.2018435311820002
morning1,Sheldon,SB,4,21,Methane,3.159256399642
morning1,Sheldon,SB,4,21,Total Gaseous Hydrocarbons,31.922046942
morning1,Sheldon,SB,3,61,Total Energy,2481780511.7335997
morning1,Sheldon,SB,3,61,Atmospheric CO2,182810.7143946
morning1,Sheldon,SB,3,61,Nitrous Oxide,0.1707298883029
morning1,Sheldon,SB,3,61,Methane,2.557333076703509
morning1,Sheldon,SB,3,61,Total Gaseous Hydrocarbons,19.578983597589996
morning1,Sheldon,SB,3,52,Total Energy,1258123407.0
morning1,Sheldon,SB,3,52,Atmospheric CO2,92056.29319999999
morning1,Sheldon,SB,3,52,Nitrous Oxide,0.3668323550000001
morning1,Sheldon,SB,3,52,Methane,2.0872753345499997
morning1,Sheldon,SB,3,52,Total Gaseous Hydrocarbons,28.027626399999992
morning1,Sheldon,SB,3,42,Total Energy,1485427520.34
morning1,Sheldon,SB,3,42,Atmospheric CO2,109361.588304
morning1,Sheldon,SB,3,42,Nitrous Oxide,0.17230730547
morning1,Sheldon,SB,3,42,Methane,2.3734702647699994
morning1,Sheldon,SB,3,42,Total Gaseous Hydrocarbons,22.380659659999992
morning1,Sheldon,SB,3,21,Total Energy,3708083123.962
morning1,Sheldon,SB,3,21,Atmospheric CO2,266540.47884060006
morning1,Sheldon,SB,3,21,Nitrous Oxide,1.0797810406600998
morning1,Sheldon,SB,3,21,Methane,7.075124979625501
morning1,Sheldon,SB,3,21,Total Gaseous Hydrocarbons,57.34459103100001
morning1,Sheldon,SB,2,61,Total Energy,0.0
morning1,Sheldon,SB,2,61,Atmospheric CO2,0.0
morning1,Sheldon,SB,2,61,Nitrous Oxide,0.0
morning1,Sheldon,SB,2,61,Methane,0.0
morning1,Sheldon,SB,2,61,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,2,52,Total Energy,0.0
morning1,Sheldon,SB,2,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,2,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,2,52,Methane,0.0
morning1,Sheldon,SB,2,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,2,42,Total Energy,0.0
morning1,Sheldon,SB,2,42,Atmospheric CO2,0.0
morning1,Sheldon,SB,2,42,Nitrous Oxide,0.0
morning1,Sheldon,SB,2,42,Methane,0.0
morning1,Sheldon,SB,2,42,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,2,21,Total Energy,4187852066.5299997
morning1,Sheldon,SB,2,21,Atmospheric CO2,301026.9882122999
morning1,Sheldon,SB,2,21,Nitrous Oxide,1.1517663840828998
morning1,Sheldon,SB,2,21,Methane,6.1586315220221035
morning1,Sheldon,SB,2,21,Total Gaseous Hydrocarbons,52.239655717000005
morning1,Sheldon,SB,1,61,Total Energy,563093441.3266399
morning1,Sheldon,SB,1,61,Atmospheric CO2,41478.04218690701
morning1,Sheldon,SB,1,61,Nitrous Oxide,0.0366739024272
morning1,Sheldon,SB,1,61,Methane,0.6170583009329266
morning1,Sheldon,SB,1,61,Total Gaseous Hydrocarbons,4.310638289560002
morning1,Sheldon,SB,1,52,Total Energy,0.0
morning1,Sheldon,SB,1,52,Atmospheric CO2,0.0
morning1,Sheldon,SB,1,52,Nitrous Oxide,0.0
morning1,Sheldon,SB,1,52,Methane,0.0
morning1,Sheldon,SB,1,52,Total Gaseous Hydrocarbons,0.0
morning1,Sheldon,SB,1,42,Total Energy,676040319.8600001
morning1,Sheldon,SB,1,42,Atmospheric CO2,49779.44715499999
morning1,Sheldon,SB,1,42,Nitrous Oxide,0.11223846695
morning1,Sheldon,SB,1,42,Methane,2.2609164800020007
morning1,Sheldon,SB,1,42,Total Gaseous Hydrocarbons,18.399173432999998
morning1,Sheldon,SB,1,21,Total Energy,3097479746.5959997
morning1,Sheldon,SB,1,21,Atmospheric CO2,222650.11317609993
morning1,Sheldon,SB,1,21,Nitrous Oxide,0.9539950246014999
morning1,Sheldon,SB,1,21,Methane,4.182454202836401
morning1,Sheldon,SB,1,21,Total Gaseous Hydrocarbons,36.91691747200001
morning1,Pinebush,NB,28,61,Total Energy,0.0
morning1,Pinebush,NB,28,61,Atmospheric CO2,0.0
morning1,Pinebush,NB,28,61,Nitrous Oxide,0.0
morning1,Pinebush,NB,28,61,Methane,0.0
morning1,Pinebush,NB,28,61,Total Gaseous Hydrocarbons,0.0
morning1,Pinebush,NB,28,52,Total Energy,0.0
morning1,Pinebush,NB,28,52,Atmospheric CO2,0.0
morning1,Pinebush,NB,28,52,Nitrous Oxide,0.0
morning1,Pinebush,NB,28,52,Methane,0.0
morning1,Pinebush,NB,28,52,Total Gaseous Hydrocarbons,0.0
morning1,Pinebush,NB,28,42,Total Energy,0.0
morning1,Pinebush,NB,28,42,Atmospheric CO2,0.0
morning1,Pinebush,NB,28,42,Nitrous Oxide,0.0
morning1,Pinebush,NB,28,42,Methane,0.0
morning1,Pinebush,NB,28,42,Total Gaseous Hydrocarbons,0.0
morning1,Pinebush,NB,28,21,Total Energy,6907994011.940001
morning1,Pinebush,NB,28,21,Atmospheric CO2,496553.3644609999
morning1,Pinebush,NB,28,21,Nitrous Oxide,1.852843737218
morning1,Pinebush,NB,28,21,Methane,12.8297702354652
morning1,Pinebush,NB,28,21,Total Gaseous Hydrocarbons,103.99716759600001
morning1,Pinebush,NB,27,61,Total Energy,1989799863.798
morning1,Pinebush,NB,27,61,Atmospheric CO2,146570.74945359002
morning1,Pinebush,NB,27,61,Nitrous Oxide,0.14007796404329997
morning1,Pinebush,NB,27,61,Methane,2.6297594838517435
morning1,Pinebush,NB,27,61,Total Gaseous Hydrocarbons,18.6750586006
